distance_km,duration_min,vehicle_type,fare
14.15,29.57,car,356.05
28.9,76.41,auto,479.76
19.98,43.57,auto,326.47
4.49,12.28,bike,76.56
13.68,41.03,bike,195.96
45.51,133.43,auto,754.64
16.62,51.59,bike,237.08
4.18,10.73,car,151.58
24.13,64.8,auto,396.63
9.61,22.21,car,270.66
10.05,29.39,bike,144.57
24.95,75.61,auto,430.07
37.61,139.3,auto,688.71
41.34,155.27,bike,583.34
46.88,165.23,auto,833.74
36.71,94.98,auto,584.38
19.55,50.67,car,493.56
45.67,143.44,car,1172.11
20.34,72.84,auto,380.08
22.36,76.66,auto,404.96
22.99,50.06,car,553.17
14.42,29.09,auto,232.15
41.07,113.06,bike,519.65
22.69,60.47,bike,292.63
31.94,119.74,bike,456.59
6.54,17.36,bike,107.75
14.38,57.43,auto,297.45
27.02,54.72,bike,320.42
31.35,108.14,car,851.4
1.82,5.08,car,100.23
43.14,139.99,car,1115.2
38.32,120.54,car,981.8
4.08,9.91,car,138.11
10.94,29.06,bike,156.98
13.25,42.37,auto,253.03
49.29,149.43,bike,643.31
18.9,62.89,bike,265.05
46.12,116.43,car,1093.36
39.48,126.9,auto,686.35
49.76,110.34,auto,749.23
33.87,133.66,auto,632.87
35.89,104.52,auto,603.07
28.51,104.55,car,792.57
33.52,93.41,auto,557.78
30.07,118.92,bike,445.46
35.88,116.35,car,943.06
6.18,16.58,auto,132.95
14.77,31.95,auto,247.21
22.6,73.13,car,611.0
46.04,101.89,auto,701.0
26.45,76.58,bike,356.32
10.55,31.61,auto,204.01
33.31,70.54,auto,503.99
34.63,109.58,car,898.54
48.06,178.61,bike,669.4
41.25,111.45,bike,513.08
41.91,164.44,car,1177.75
44.99,149.39,car,1182.83
2.55,8.03,auto,72.65
38.96,96.43,car,929.08
29.91,64.7,auto,467.21
44.86,96.63,car,1021.49
48.41,112.97,bike,584.69
45.13,90.32,auto,661.26
33.86,102.49,bike,440.6
36.33,130.83,auto,656.86
3.75,10.41,bike,62.92
3.16,12.46,bike,65.47
10.07,28.81,car,288.75
28.65,98.44,auto,516.14
27.11,75.31,auto,453.29
27.53,81.84,bike,367.61
49.49,180.46,car,1331.69
37.27,103.98,auto,618.7
41.14,145.66,car,1111.83
11.92,43.45,car,362.12
48.18,119.85,auto,758.27
19.59,53.01,auto,332.23
38.18,120.17,auto,656.93
6.3,13.65,car,193.06
4.89,12.12,auto,110.66
48.0,105.24,auto,728.47
15.91,50.66,car,447.31
43.69,121.4,car,1072.89
1.37,5.45,bike,41.8
34.13,123.29,auto,616.66
16.35,35.72,bike,202.91
27.12,99.16,auto,498.16
25.81,96.74,auto,484.67
19.71,69.79,car,554.39
39.68,115.96,car,993.22
29.78,90.83,auto,512.81
41.43,151.26,auto,756.23
37.48,79.07,auto,561.89
9.21,23.43,bike,133.48
28.09,57.71,auto,426.86
43.42,160.01,car,1183.69
23.5,52.47,car,556.17
26.29,79.31,car,683.67
47.39,181.99,auto,877.45
21.33,53.63,car,533.0
33.68,125.1,bike,478.93
47.58,164.99,car,1259.73
41.87,116.17,auto,676.87
3.17,11.87,auto,91.94
46.93,171.24,auto,839.58
16.73,40.49,bike,215.59
49.36,174.35,bike,674.16
1.14,4.16,bike,36.88
43.3,105.68,car,1023.98
46.18,155.73,auto,800.99
19.54,75.15,car,575.83
21.54,73.35,auto,390.76
10.09,30.1,auto,195.87
21.84,47.17,bike,266.13
13.12,37.1,bike,181.84
10.1,25.02,auto,190.02
45.06,132.35,car,1129.92
42.08,120.77,car,1051.31
48.17,159.2,auto,837.62
4.87,15.34,car,165.35
49.4,152.1,car,1249.81
45.73,101.77,car,1043.9
1.47,3.4,car,79.61
12.51,26.87,car,318.45
46.53,110.66,car,1085.98
11.91,39.23,car,351.83
33.58,84.14,car,805.73
46.06,105.52,bike,543.03
16.11,50.38,car,442.87
7.41,21.22,auto,153.9
17.49,49.79,auto,300.0
2.9,8.02,car,126.12
45.09,94.58,bike,530.1
38.69,115.23,bike,500.61
38.27,108.16,bike,489.14
12.9,34.03,auto,236.78
24.03,59.0,bike,298.57
34.92,116.14,car,917.58
16.06,44.55,auto,284.83
49.04,155.69,auto,834.82
1.48,3.16,bike,43.2
48.08,114.3,bike,583.53
48.47,180.35,auto,879.17
10.26,28.71,bike,142.49
29.06,69.13,car,689.77
3.82,11.95,bike,68.24
14.76,33.76,car,373.1
8.62,20.73,car,242.35
16.22,50.52,auto,298.17
46.26,130.7,auto,761.29
42.53,96.05,auto,646.67
9.53,25.02,car,276.57
16.23,35.44,auto,270.55
43.71,138.6,auto,747.17
43.26,104.3,auto,673.45
39.75,118.32,auto,670.85
35.65,96.77,car,872.83
31.43,123.42,auto,597.94
32.87,129.51,car,926.97
8.94,33.1,bike,148.71
44.1,105.34,car,1026.32
15.91,41.09,auto,270.12
45.89,167.94,bike,646.99
22.04,57.85,auto,364.68
15.12,41.75,auto,274.34
12.83,33.19,auto,229.56
37.69,92.28,bike,457.92
34.96,69.95,bike,410.03
20.21,64.55,auto,358.3
49.4,117.03,auto,761.47
25.2,52.66,car,592.67
16.78,55.89,auto,305.06
48.21,189.09,auto,890.41
49.89,137.8,car,1220.22
20.06,40.81,auto,310.16
22.08,84.0,auto,423.61
33.75,76.88,bike,403.89
27.92,110.55,car,799.66
38.86,143.54,car,1059.47
38.51,89.73,auto,602.7
37.67,145.9,bike,537.19
43.55,147.95,bike,595.87
6.24,15.3,auto,120.46
4.58,10.72,bike,80.91
9.42,23.67,bike,139.51
17.74,47.38,bike,235.84
9.71,22.68,auto,175.08
32.65,123.52,car,915.61
22.93,54.82,bike,289.05
34.2,115.2,auto,601.35
42.93,113.6,car,1036.61
25.23,52.49,car,594.84
39.11,97.88,car,932.79
30.57,99.87,auto,542.01
21.51,61.34,car,553.23
3.11,10.69,car,138.35
32.85,71.52,bike,399.88
37.65,144.86,car,1049.07
32.27,98.42,auto,554.56
40.64,155.81,bike,574.05
20.3,60.14,bike,274.7
33.62,106.26,auto,588.19
41.25,161.18,auto,770.34
12.86,39.93,auto,235.98
24.58,89.16,auto,460.66
3.09,11.64,auto,79.29
4.47,15.83,bike,84.64
32.28,77.02,car,763.32
5.0,14.21,car,174.07
49.83,158.43,bike,662.29
22.13,80.74,auto,407.79
27.76,96.17,auto,505.36
11.81,28.21,bike,163.44
5.85,15.73,car,187.74
34.05,77.09,car,790.59
26.45,56.77,bike,324.88
1.02,2.87,auto,48.76
24.38,64.04,auto,399.06
2.9,10.13,bike,54.06
4.28,8.57,car,147.09
33.72,69.63,auto,509.55
43.86,161.28,auto,790.83
32.35,106.74,bike,442.27
7.3,23.57,bike,118.45
20.02,59.54,car,532.15
28.65,96.92,bike,404.1
45.83,139.92,bike,591.81
25.38,62.9,car,622.31
25.66,65.71,auto,414.59
7.31,17.93,car,214.85
39.06,87.36,car,905.71
12.38,34.25,bike,170.22
25.96,71.58,car,655.48
16.6,48.42,car,446.69
29.72,95.18,bike,407.24
27.25,86.18,car,715.34
47.81,189.21,car,1340.78
42.11,152.39,auto,758.18
39.87,127.52,car,1032.95
23.23,80.66,auto,428.69
15.14,42.27,car,401.98
41.05,113.55,bike,519.57
20.57,78.07,auto,389.92
7.28,21.73,bike,109.99
41.68,84.63,auto,623.56
36.4,107.22,bike,472.35
16.28,46.09,bike,217.91
23.2,58.76,auto,384.59
32.08,82.61,car,788.87
41.44,138.76,auto,723.93
24.65,55.96,auto,392.37
14.47,29.27,car,354.99
34.38,101.96,bike,450.35
16.18,54.95,bike,240.91
19.81,75.83,bike,300.76
32.58,109.16,auto,577.45
15.09,37.17,car,391.45
5.25,11.75,car,171.5
24.84,99.18,car,725.69
41.69,105.98,bike,521.08
34.19,72.54,car,781.21
29.04,60.89,bike,341.69
46.27,97.21,car,1040.88
31.75,78.33,car,759.81
47.96,117.1,car,1126.88
23.2,75.24,car,623.27
9.7,30.42,bike,138.51
2.31,8.35,bike,47.45
34.07,115.45,bike,474.99
26.11,71.61,car,651.85
42.08,125.68,auto,703.08
12.33,35.59,car,337.01
37.46,138.48,auto,687.74
34.0,129.98,auto,638.92
49.57,170.77,bike,675.4
31.22,66.09,bike,375.46
2.88,7.22,car,122.51
10.32,31.75,bike,145.81
39.78,124.04,bike,533.95
40.94,120.77,auto,684.76
25.76,101.12,car,735.59
31.82,120.4,car,896.79
10.8,24.7,bike,139.86
17.33,56.96,auto,314.32
24.48,63.64,bike,311.83
47.07,109.54,car,1089.0
46.93,147.8,auto,799.77
33.33,114.03,bike,458.7
43.38,138.84,car,1118.46
39.07,136.28,auto,697.79
6.11,19.47,car,201.11
10.11,22.67,bike,133.94
2.28,5.02,car,106.02
1.95,3.98,car,87.19
1.52,4.96,auto,64.99
49.38,194.79,car,1383.41
38.09,109.63,auto,635.51
14.2,29.27,auto,231.63
42.71,120.81,bike,544.7
23.85,94.52,bike,362.13
30.3,64.94,auto,470.05
48.45,173.01,auto,869.15
34.76,129.74,bike,499.3
31.17,109.57,auto,558.96
7.18,17.45,car,208.82
11.75,32.31,auto,220.38
30.16,72.53,auto,474.68
48.12,154.19,auto,818.56
1.14,2.99,auto,47.35
44.87,156.0,bike,613.45
21.06,51.53,bike,265.63
3.28,12.22,auto,95.95
27.82,110.62,bike,410.11
31.9,85.3,bike,402.79
28.4,80.32,bike,364.61
26.37,90.93,car,718.24
43.9,99.85,bike,522.52
3.79,14.47,car,156.03
41.55,106.4,bike,519.17
4.32,9.23,bike,67.61
44.04,168.82,bike,623.51
27.8,81.69,auto,469.61
46.79,98.65,bike,537.3
22.84,68.2,car,594.79
7.36,14.84,car,202.07
1.78,4.31,bike,37.49
27.33,54.86,car,620.27
9.82,32.33,car,299.52
22.92,60.61,auto,384.45
17.04,49.63,auto,308.55
47.24,95.43,car,1054.86
8.37,27.51,auto,174.97
48.37,158.44,car,1249.08
11.25,25.82,auto,197.71
16.79,37.12,car,416.93
46.72,154.43,bike,634.34
23.21,61.95,auto,389.96
47.52,188.86,auto,884.1
44.08,145.14,bike,595.2
17.32,37.76,auto,282.66
20.71,67.41,bike,290.69
46.96,175.86,auto,860.54
49.95,125.83,bike,616.78
47.62,114.95,bike,581.36
35.65,139.59,car,999.49
29.36,88.63,bike,397.76
14.09,50.6,auto,277.23
43.63,132.7,car,1103.92
8.08,22.95,car,238.59
9.69,33.21,bike,151.09
8.04,28.26,auto,176.16
34.29,112.32,car,910.37
18.51,59.37,bike,262.22
10.34,30.83,car,301.62
6.95,26.09,auto,153.87
20.81,68.79,car,567.71
17.26,57.4,car,477.96
33.73,93.43,bike,435.23
6.69,21.31,auto,139.2
44.14,98.35,auto,673.53
5.62,16.22,car,186.23
46.36,155.99,auto,811.62
5.03,15.36,bike,90.26
26.45,75.5,car,676.88
17.52,64.1,bike,254.3
7.77,30.43,auto,171.98
14.74,42.3,auto,266.89
18.82,55.85,auto,329.12
22.65,76.5,auto,417.66
7.93,16.18,bike,114.28
16.27,59.68,auto,315.69
15.21,45.68,auto,268.51
13.92,29.99,bike,174.58
34.21,99.46,car,865.94
25.13,63.08,bike,312.88
4.08,8.48,bike,72.79
32.72,126.6,bike,470.16
11.21,34.9,bike,161.65
9.64,21.59,auto,178.06
14.65,40.95,car,391.99
5.3,17.23,bike,92.24
7.85,29.98,car,259.1
15.52,58.03,bike,234.15
18.93,46.32,bike,242.8
5.09,11.31,bike,75.57
37.03,116.86,auto,643.61
37.88,84.6,bike,447.17
26.11,62.86,car,629.14
15.67,49.94,auto,289.09
25.97,52.37,auto,401.91
38.77,130.5,auto,680.65
1.67,4.47,car,95.27
9.87,27.69,car,285.28
14.28,43.13,bike,208.33
5.59,15.61,auto,122.54
44.08,105.66,auto,677.5
5.81,14.24,auto,122.42
31.71,73.28,car,747.78
4.45,10.63,bike,72.68
47.85,111.08,car,1100.84
29.38,94.21,bike,403.24
11.29,25.22,bike,156.73
13.42,39.05,bike,194.47
12.14,43.8,car,370.64
3.88,13.15,bike,69.83
36.68,82.01,bike,436.53
10.39,38.23,auto,216.37
18.8,45.28,bike,234.6
36.96,125.41,car,985.63
1.09,2.73,auto,55.29
6.06,20.73,auto,141.6
11.0,26.13,car,297.3
26.37,95.12,bike,382.26
41.88,138.71,car,1098.4
2.52,8.5,auto,78.24
4.17,16.68,bike,75.36
3.04,6.32,bike,53.02
10.18,25.23,auto,187.12
15.38,42.26,auto,272.75
14.4,43.01,bike,205.87
48.08,111.69,auto,741.77
6.64,20.5,car,206.22
25.6,97.49,car,725.15
29.15,90.37,auto,503.58
21.87,85.6,auto,417.01
32.0,64.86,car,729.54
5.64,21.5,bike,96.7
35.32,119.17,bike,477.56
31.35,76.55,auto,505.59
2.98,6.94,car,117.98
39.02,148.75,car,1082.82
22.31,73.71,auto,404.08
14.71,38.73,bike,193.37
45.71,120.73,car,1096.52
13.31,37.86,auto,244.62
22.55,68.98,auto,397.69
44.93,132.65,bike,574.14
31.31,124.51,bike,457.38
33.7,117.01,auto,604.97
1.6,3.7,car,90.8
32.45,107.82,car,867.56
48.52,102.48,car,1082.3
19.31,61.88,auto,355.27
11.93,35.45,auto,226.47
37.03,81.8,bike,434.06
44.82,176.54,auto,841.0
38.59,126.58,auto,672.61
14.95,51.11,bike,223.36
16.13,46.25,auto,290.69
48.14,156.67,auto,833.93
23.23,48.4,auto,354.41
34.69,75.3,auto,527.89
15.79,46.77,auto,285.72
32.55,66.84,bike,381.51
38.02,84.88,car,873.39
49.97,193.19,auto,917.78
40.83,83.71,bike,469.83
1.74,5.35,auto,53.8
5.28,18.98,bike,90.32
36.79,112.36,bike,488.97
42.14,90.52,car,959.89
31.64,73.38,auto,492.31
20.52,67.64,auto,378.68
11.14,30.39,auto,206.12
21.85,63.9,auto,375.6
3.29,11.7,car,133.77
41.5,147.46,car,1120.11
23.7,90.59,auto,452.43
40.1,80.74,bike,461.73
39.99,147.31,auto,728.56
14.25,40.98,auto,249.82
48.44,109.31,bike,566.69
23.85,63.67,auto,399.53
40.32,102.43,bike,497.27
21.84,63.78,bike,296.69
12.63,49.58,auto,260.93
37.12,94.25,bike,460.79
24.51,97.8,auto,477.89
26.38,53.86,car,609.41
2.3,5.01,car,105.79
22.72,71.85,car,606.83
41.14,98.7,car,964.24
32.33,101.2,bike,433.06
27.81,99.02,bike,389.62
38.16,112.75,auto,636.79
15.72,53.3,bike,230.33
38.77,151.2,car,1086.52
42.47,118.11,auto,697.16
23.99,49.04,bike,293.21
21.1,53.99,car,535.91
18.96,67.87,bike,269.29
12.86,35.43,car,355.73
34.35,112.49,bike,472.74
10.09,25.99,auto,183.33
46.48,99.29,car,1048.99
27.01,60.98,car,633.2
20.94,69.92,car,580.29
28.72,74.83,auto,467.88
45.79,109.06,auto,704.49
1.65,5.03,car,89.31
12.58,46.86,auto,253.09
8.32,28.11,bike,137.68
29.9,67.12,car,702.96
29.3,88.71,auto,503.54
4.62,11.35,car,150.0
44.82,162.83,car,1218.11
17.86,56.18,car,491.12
27.27,64.27,auto,437.56
10.85,35.29,auto,214.65
6.19,15.41,car,197.2
21.33,65.4,auto,381.08
48.75,185.17,bike,690.38
24.06,92.6,auto,463.43
33.01,123.56,car,919.5
20.58,67.74,car,567.49
7.92,30.1,car,259.72
33.63,83.27,bike,409.07
27.73,100.82,bike,402.44
42.24,102.14,bike,514.4
23.83,86.93,car,666.24
3.85,13.49,auto,93.59
26.9,71.37,car,664.4
22.46,84.24,auto,429.79
19.25,50.01,auto,332.48
43.91,102.53,auto,670.48
35.64,110.66,car,923.72
41.59,129.31,auto,706.31
32.75,90.37,auto,535.38
33.41,108.91,bike,459.15
5.85,11.93,bike,79.98
10.49,39.41,bike,163.61
18.52,41.04,car,446.95
32.88,79.98,bike,402.74
10.1,39.05,car,313.94
31.66,116.98,car,872.03
27.61,77.18,bike,356.42
11.45,43.67,auto,238.12
5.13,19.64,auto,117.76
11.34,34.69,car,332.2
22.58,53.79,auto,358.86
46.88,129.89,bike,596.52
2.15,4.79,bike,40.92
20.35,58.53,auto,346.9
33.4,122.53,bike,476.37
41.98,151.4,car,1141.42
34.51,102.77,car,874.44
10.22,32.44,bike,152.53
1.16,4.4,car,87.65
44.75,124.25,auto,735.68
24.87,72.87,auto,427.1
12.7,30.48,auto,222.87
32.57,106.73,auto,573.51
28.78,97.93,bike,403.19
43.89,152.6,car,1172.04
49.82,178.06,bike,685.86
30.39,101.62,car,819.22
5.4,13.21,car,178.91
44.63,142.33,bike,586.66
49.93,144.42,auto,821.23
13.3,37.11,auto,233.52
32.63,114.19,auto,588.87
24.41,84.17,car,670.67
2.06,5.98,bike,41.07
15.06,59.98,bike,228.37
17.07,57.98,auto,323.19
2.71,9.72,auto,83.96
4.78,17.2,bike,80.16
45.42,125.69,bike,579.4
16.3,64.6,car,487.3
8.07,25.36,auto,163.79
12.25,29.46,auto,215.48
31.12,76.02,bike,378.65
49.89,138.12,car,1217.91
13.12,46.09,auto,263.12
28.34,110.29,auto,529.87
45.28,92.11,auto,662.78
5.34,13.16,car,165.34
34.49,120.68,bike,484.17
34.41,102.3,auto,573.79
43.44,93.02,auto,652.03
47.96,163.92,bike,650.44
5.08,10.25,auto,99.77
28.54,63.18,auto,441.24
9.19,34.47,auto,199.94
43.76,168.24,car,1216.77
39.83,86.98,bike,466.99
38.95,90.48,auto,603.26
10.3,36.8,car,316.57
28.42,76.58,bike,369.42
6.82,24.39,bike,117.21
49.94,152.33,auto,837.53
20.22,45.44,car,488.82
37.54,131.38,bike,521.17
2.08,6.24,auto,72.0
29.16,104.01,auto,536.04
16.23,56.44,car,465.26
39.87,120.94,car,1008.34
41.06,141.49,bike,568.09
28.41,59.64,auto,438.93
22.55,85.28,auto,435.88
47.2,102.81,auto,706.56
6.34,13.85,auto,122.01
35.43,81.71,car,825.56
18.58,61.87,auto,341.23
29.57,94.12,bike,401.45
37.59,118.37,bike,503.94
46.1,178.0,auto,843.94
36.72,125.73,bike,503.3
44.08,159.09,bike,614.19
25.53,74.83,auto,437.24
43.67,101.7,bike,521.94
4.23,9.19,auto,88.74
3.95,15.09,auto,97.55
25.44,80.28,auto,441.36
1.83,6.92,auto,63.47
34.0,104.04,bike,447.0
39.43,155.44,bike,570.08
16.44,62.98,car,483.7
29.83,84.52,auto,504.85
30.19,75.74,auto,487.72
9.48,21.74,car,253.85
18.84,41.67,bike,240.96
2.38,7.86,car,110.86
24.65,51.8,car,578.23
3.77,11.94,car,146.53
20.83,59.75,bike,279.82
43.41,127.86,car,1093.89
22.95,77.09,auto,418.83
20.24,51.71,bike,258.56
35.73,119.24,auto,630.35
11.75,39.79,bike,182.09
14.03,46.68,bike,211.15
13.17,34.06,car,352.81
41.44,126.88,auto,705.64
3.27,7.95,auto,79.24
48.64,108.85,car,1114.2
26.54,61.9,car,643.26
36.96,77.99,auto,552.59
30.56,76.66,auto,494.7
8.69,26.89,auto,176.43
35.13,138.8,bike,513.82
26.02,99.25,car,745.57
36.02,75.62,auto,543.79
2.12,5.09,auto,68.97
37.05,115.65,bike,488.83
7.12,17.65,auto,138.85
23.21,49.78,bike,287.62
26.49,79.74,auto,453.77
26.24,63.63,car,642.76
25.35,71.37,auto,435.12
9.55,29.35,auto,180.67
34.11,76.08,auto,524.41
14.12,40.02,car,388.41
32.0,66.21,bike,383.94
32.69,91.13,car,817.74
10.8,38.15,bike,171.68
16.87,43.03,bike,228.53
49.13,149.27,bike,642.86
8.79,18.72,bike,128.02
17.79,60.08,bike,248.43
5.86,18.22,car,191.94
13.64,38.09,auto,250.95
15.42,39.67,bike,210.72
7.9,26.89,bike,125.36
39.81,157.92,car,1125.98
24.33,67.55,bike,318.17
7.04,21.12,car,220.93
10.9,23.58,auto,193.39
17.23,44.78,bike,230.19
7.7,21.31,bike,111.55
34.11,70.69,car,773.82
26.35,61.71,bike,327.52
49.55,178.43,auto,882.95
36.43,125.17,bike,506.55
34.66,121.78,bike,480.3
3.28,8.04,car,119.48
26.2,102.33,auto,492.94
4.02,8.23,bike,67.44
17.38,63.35,auto,327.36
23.43,54.4,auto,369.78
33.56,112.52,car,889.16
24.58,51.12,car,577.1
19.88,77.95,car,587.93
31.15,74.94,bike,391.28
23.5,84.1,car,653.98
31.85,115.25,auto,575.33
14.15,36.23,auto,253.52
20.87,55.58,bike,275.19
36.52,114.04,bike,479.23
12.87,46.19,bike,200.56
19.83,40.25,car,469.08
22.37,64.73,auto,381.34
37.52,81.13,auto,565.5
15.81,34.22,bike,201.2
43.72,108.63,bike,533.27
41.93,137.88,car,1092.84
16.16,53.01,car,447.22
28.54,107.39,auto,532.81
30.95,120.17,auto,581.06
17.79,45.21,auto,300.53
6.29,18.26,car,199.4
46.53,143.91,auto,778.63
42.42,152.19,car,1142.6
8.15,31.73,bike,137.63
47.5,151.22,car,1221.53
44.25,108.84,bike,547.25
43.44,99.67,bike,526.73
46.59,100.01,bike,543.87
9.26,32.04,bike,138.94
45.16,165.72,auto,812.08
14.98,54.84,auto,292.91
45.64,105.46,auto,696.51
1.34,4.57,auto,51.66
5.22,12.51,car,161.23
9.24,24.4,auto,167.81
31.09,97.33,car,804.36
26.69,94.83,bike,383.6
30.83,62.91,auto,469.01
29.5,75.1,car,715.32
20.05,56.36,bike,265.09
33.84,119.83,bike,476.59
20.38,75.64,auto,385.78
34.64,137.67,car,984.49
38.57,145.63,car,1070.85
39.64,90.6,bike,469.96
35.25,129.87,bike,493.51
42.88,128.04,car,1084.41
20.54,56.82,bike,266.22
47.78,155.4,auto,816.14
37.65,101.36,auto,609.53
21.86,59.3,bike,281.21
33.27,114.06,auto,599.47
10.38,27.78,auto,192.14
27.65,66.75,car,672.82
45.99,133.34,car,1141.81
45.28,97.9,auto,685.29
40.43,99.25,auto,641.21
13.03,39.75,car,367.78
34.32,107.15,bike,453.37
14.29,46.44,bike,206.92
34.86,115.59,bike,471.24
19.97,68.56,car,555.2
14.55,46.88,auto,266.06
25.98,60.18,bike,315.3
13.19,33.71,car,355.08
2.65,9.89,auto,79.82
31.13,120.11,auto,583.19
32.97,104.92,auto,576.12
13.3,43.57,car,387.19
22.29,83.83,car,640.55
4.19,15.23,bike,80.06
37.59,116.07,auto,638.13
41.34,136.24,bike,564.96
45.7,137.16,bike,591.73
44.81,173.15,bike,647.83
17.16,36.54,bike,215.48
7.51,21.97,bike,109.34
25.31,82.69,bike,347.09
33.97,97.3,auto,572.42
46.21,94.78,bike,537.91
42.06,90.3,bike,490.83
10.14,24.58,bike,139.58
29.04,62.71,car,680.06
9.65,30.95,car,285.52
35.01,122.9,car,951.97
43.34,142.52,bike,578.48
27.16,69.77,car,661.92
8.39,23.83,auto,166.99
31.41,72.66,bike,380.23
32.62,105.5,auto,574.25
28.46,90.68,bike,390.35
42.85,169.03,auto,798.88
23.61,66.71,auto,408.71
21.16,48.88,bike,258.61
26.67,96.63,auto,497.14
46.33,139.92,car,1167.95
11.77,45.33,auto,247.09
44.82,127.86,auto,731.93
35.14,102.89,auto,590.79
42.7,144.62,auto,741.97
18.19,63.07,car,516.25
36.39,115.13,bike,483.72
33.9,99.37,car,866.42
32.3,125.79,bike,474.19
30.59,104.67,auto,551.3
31.14,103.42,bike,427.93
3.2,12.51,bike,66.28
27.43,100.15,auto,509.75
4.43,11.33,car,147.11
8.04,18.37,car,227.63
21.07,44.93,car,499.98
22.68,71.97,bike,311.33
26.48,74.8,car,674.38
18.3,39.83,auto,296.42
21.16,61.56,bike,290.81
35.18,71.95,bike,419.04
8.04,23.91,bike,121.17
38.78,104.51,bike,487.03
38.64,94.73,auto,610.31
4.13,14.55,car,159.49
21.27,65.02,auto,380.69
42.24,102.76,auto,653.82
5.07,12.97,car,173.89
12.0,39.31,car,356.92
13.94,54.45,bike,217.78
47.07,95.91,bike,540.81
9.12,28.16,bike,132.52
33.36,113.7,auto,592.51
10.73,28.63,car,292.51
17.66,52.26,auto,308.8
1.55,5.05,car,97.33
19.85,54.52,car,509.91
47.28,182.79,auto,876.19
20.03,79.72,bike,303.31
44.07,172.73,auto,825.26
16.93,61.08,car,482.5
45.77,161.23,bike,634.97
10.46,28.7,bike,142.61
31.48,111.52,auto,576.15
15.82,33.89,bike,201.93
13.97,50.18,bike,210.22
7.08,26.25,car,240.42
4.28,12.06,auto,105.01
19.28,48.62,auto,320.22
29.76,99.43,auto,532.57
21.97,83.82,car,632.29
8.19,24.39,car,252.95
20.7,77.1,auto,398.43
8.89,35.01,bike,139.78
44.75,92.35,auto,667.74
47.14,113.72,car,1107.87
11.77,33.66,car,323.99
43.16,168.03,car,1210.75
19.45,73.41,auto,375.94
11.16,22.37,car,291.05
16.15,40.83,bike,208.66
6.98,17.81,auto,142.69
11.82,33.49,auto,222.61
8.01,20.18,auto,155.22
37.93,121.26,bike,511.88
13.09,40.14,car,374.5
17.44,43.22,bike,229.53
14.11,46.3,bike,208.9
47.07,109.01,bike,567.65
38.01,145.41,auto,701.24
21.72,59.36,auto,362.97
1.21,3.29,bike,40.74
25.92,62.57,bike,326.39
25.92,65.43,auto,416.02
22.9,83.4,car,641.51
12.25,30.77,bike,169.87
49.11,120.58,bike,589.14
41.54,130.35,auto,715.86
3.79,9.93,auto,86.65
35.17,105.04,bike,466.64
14.06,29.19,car,352.42
8.95,27.06,auto,181.25
32.73,123.4,bike,465.28
8.1,27.26,car,259.46
21.08,47.14,car,502.66
9.32,33.04,car,292.56
35.29,136.1,bike,508.08
31.65,114.05,auto,575.59
7.84,25.28,bike,120.31
5.15,17.91,auto,114.26
14.48,39.93,bike,202.78
16.86,39.3,bike,223.39
10.33,26.67,auto,192.56
43.2,97.11,bike,519.22
45.19,165.12,auto,812.91
29.45,81.99,car,740.13
12.89,39.72,bike,182.0
40.13,80.95,bike,470.52
22.5,63.94,auto,380.74
37.44,86.68,auto,576.38
34.55,86.06,bike,430.19
25.6,54.47,auto,394.75
34.64,102.72,auto,582.23
41.55,143.58,auto,742.64
24.75,64.72,auto,416.35
14.3,45.65,bike,201.69
48.78,163.58,auto,840.26
4.23,9.28,bike,77.59
33.57,85.67,bike,414.06
40.57,107.18,bike,503.94
32.31,112.16,car,879.77
38.78,97.54,car,932.38
41.94,136.9,bike,567.74
42.08,88.17,car,952.71
20.02,50.78,bike,261.33
38.36,108.54,auto,638.93
35.68,115.68,auto,626.03
6.06,16.35,bike,102.83
36.94,91.4,bike,454.38
11.89,24.67,bike,150.06
25.72,67.0,car,641.64
16.49,43.34,auto,279.54
37.23,122.58,car,974.55
20.36,46.95,car,506.24
1.25,4.88,auto,57.81
48.2,190.17,bike,692.43
39.78,100.75,auto,628.08
5.01,15.3,bike,83.62
35.11,110.54,car,916.49
39.48,155.85,car,1107.88
36.19,100.66,bike,465.37
21.39,66.39,bike,289.75
41.02,160.31,auto,765.49
32.7,122.01,bike,465.99
43.73,101.08,bike,522.06
4.98,14.93,car,176.4
23.38,63.24,bike,306.61
30.76,84.76,car,771.08
39.98,100.6,auto,638.01
36.25,109.27,auto,613.48
20.53,57.26,auto,345.35
2.8,11.19,car,120.75
36.71,123.93,auto,650.18
35.86,114.9,bike,486.71
3.23,11.71,car,133.19
28.13,94.93,auto,500.95
16.97,38.59,auto,273.25
7.02,14.47,car,198.72
9.24,31.39,car,287.0
43.62,98.15,auto,657.92
32.3,82.54,car,789.66
10.03,29.2,bike,149.82
45.73,111.44,auto,711.79
17.49,46.56,car,450.3
38.17,107.92,car,948.9
5.29,15.21,auto,122.6
24.28,92.57,bike,354.51
40.76,123.01,auto,690.46
10.47,39.29,bike,168.28
3.44,11.15,auto,86.6
12.16,44.91,car,363.54
29.63,107.85,car,816.97
20.8,55.18,bike,264.19
38.48,104.88,bike,483.9
3.82,14.52,auto,105.58
3.5,9.06,bike,69.37
31.79,97.37,car,824.02
5.6,11.83,bike,81.46
28.5,58.27,bike,343.12
35.37,110.36,bike,465.97
