trip_id,city,distance_km,duration_minutes,traffic_level,demand_factor,battery_health_percent,energy_consumption_kwh,route_difficulty,vehicle_type,time_of_day,day_of_week,weather_condition,temperature_celsius,humidity_percent,driver_rating,surge_multiplier,historical_pricing_factor,is_holiday,charging_stations_nearby,user_type,fare_amount_inr
EV003472,Chennai,23.26,61.5,98,3.01,78,7.27,10,Compact,Night,Thursday,Storm,29,70,3.6,2.35,0.91,1,7,Regular,2217.05
EV003473,Bangalore,27.38,54.8,69,2.27,77,5.09,2,Sedan,Day_Time,Wednesday,Clear,25,47,4.9,1.54,1.09,0,2,Regular,1415.19
EV003474,Bangalore,2.14,7.3,60,1.0919999999999999,89,6.19,2,Sedan,Evening_Peak,Wednesday,Rainy,25,36,4.6,1,1.09,0,3,Premium,44.33
EV003475,Pune,47.02,200.5,80,3.055,99,6.05,5,Premium,Morning_Peak,Wednesday,Clear,16,46,3.7,1.86,1.05,1,10,Premium,6865.67
EV003476,Delhi,49.35,133.3,91,4.13,89,7.89,7,Sedan,Early_Morning,Thursday,Storm,33,94,4.2,2,0.94,0,8,Regular,6770.06
EV003477,Delhi,37.43,178.6,96,1.6145999999999998,89,6.74,2,Compact,Morning_Peak,Saturday,Clear,22,42,4.2,1,0.95,0,4,Premium,728.17
EV003478,Pune,30.3,128.2,52,2.385,84,5.3,3,Sedan,Night,Saturday,Foggy,34,79,4.3,2.39,1.01,0,9,Regular,2222.38
EV003479,Mumbai,4.09,19.8,81,3.2479999999999998,72,5.09,7,SUV,Early_Morning,Tuesday,Rainy,29,30,3.5,2.23,0.94,0,6,Premium,421.78
EV003480,Delhi,44.31,163.3,98,1.3780000000000001,95,7.19,10,Sedan,Morning_Peak,Wednesday,Hot,20,65,4.9,1,0.94,1,7,Regular,1364.23
EV003481,Bangalore,35.18,90.3,60,2.7846,90,4.09,6,SUV,Evening_Peak,Monday,Storm,16,47,3.8,2.14,0.96,0,6,Regular,4175.78
EV003482,Mumbai,6.23,25,47,2.82,72,6.54,10,Sedan,Night,Thursday,Clear,17,65,4.2,1.76,1.04,0,10,Regular,492.51
EV003483,Chennai,13.18,54.9,83,1.4274,79,5.99,3,Premium,Evening_Peak,Sunday,Clear,34,72,4.9,1,0.95,0,4,Regular,323.96
EV003484,Pune,33.04,135.9,91,2.058,90,6.84,4,Sedan,Day_Time,Thursday,Storm,38,74,4.6,2,1.06,0,7,Regular,2739.95
EV003485,Delhi,14.39,40.2,52,2.6599999999999997,91,4.95,10,Sedan,Night,Tuesday,Rainy,28,34,3.8,2.03,1.08,0,6,Regular,1344.52
EV003486,Mumbai,41.58,123.3,60,4.602779999999999,73,6.81,4,Sedan,Evening_Peak,Sunday,Storm,28,47,4.2,2,1.1,1,5,Premium,8535.83
EV003487,Pune,39.95,176.5,29,1.736,96,7,9,Compact,Night,Thursday,Storm,21,60,5,2,1.1,0,4,Premium,2910.36
EV003488,Bangalore,9.23,38.6,60,3.09582,78,4.91,9,Sedan,Evening_Peak,Saturday,Rainy,18,89,3.5,1.86,1,0,6,Regular,644.48
EV003489,Delhi,2.49,11.8,78,1.9292,83,7.03,1,Compact,Morning_Peak,Monday,Rainy,26,53,4.1,1,1.05,0,9,Regular,51.85
EV003490,Mumbai,25.45,55.5,88,4.4772,93,9.78,7,Compact,Morning_Peak,Monday,Storm,29,58,4.8,2,0.98,0,4,Premium,5835.21
EV003491,Bangalore,20.4,44.1,60,3.1304000000000003,78,6.74,9,Sedan,Evening_Peak,Friday,Storm,24,44,3.8,2.3,1.05,0,4,Regular,2407.27
EV003492,Bangalore,30.95,96.4,75,0.8119999999999999,79,6.82,10,Sedan,Early_Morning,Thursday,Rainy,29,93,3.6,1,0.95,0,10,Regular,306.27
EV003493,Delhi,26.29,111.5,30,0.8946,72,6.36,7,Premium,Night,Saturday,Storm,18,34,4.2,2,0.92,0,5,Premium,1227.24
EV003494,Bangalore,6.81,33.1,43,1.1969999999999998,75,4.93,9,SUV,Early_Morning,Sunday,Rainy,17,41,3.7,1,0.91,0,6,Regular,99.45
EV003495,Chennai,44.46,208.4,71,2.3184,81,4.39,9,SUV,Early_Morning,Saturday,Rainy,38,68,3.7,1.94,0.94,0,7,Regular,2210.78
EV003496,Pune,51.34,220.5,18,1.19,78,3.94,4,SUV,Early_Morning,Friday,Foggy,32,47,4.9,1,0.96,1,3,Regular,799.72
EV003497,Bangalore,38.05,163.5,60,2.5155,88,6.19,2,Premium,Evening_Peak,Saturday,Hot,39,91,5,1.67,1.1,0,2,Premium,5258.26
EV003498,Chennai,8.12,39.1,69,0.8063999999999999,82,5.62,1,Premium,Day_Time,Saturday,Rainy,25,74,3.8,1,1.02,0,2,Regular,98.49
EV003499,Delhi,47.67,147.8,55,1.73,85,4.47,7,Premium,Night,Friday,Foggy,19,60,3.6,1,0.94,0,6,Premium,1865.79
EV003500,Pune,13.63,65.3,90,3.4398,96,7.02,9,Compact,Morning_Peak,Sunday,Clear,34,35,4,2.31,0.98,0,4,Regular,1280.16
EV003501,Chennai,42.37,156.9,60,0.9359999999999999,80,5.47,6,Sedan,Evening_Peak,Tuesday,Foggy,30,74,4.1,1,1.07,0,3,Premium,431.96
EV003502,Chennai,49.16,225.4,6,0.55,78,5.67,6,Sedan,Early_Morning,Friday,Foggy,32,62,4,1,0.92,0,7,Premium,186.69
EV003503,Delhi,46.17,112.3,63,4.16052,72,5.57,10,Compact,Morning_Peak,Sunday,Rainy,20,93,4.4,2.24,1,1,8,Premium,5750.36
EV003504,Mumbai,40.5,99.9,60,2.7560000000000002,76,6.08,4,Compact,Morning_Peak,Wednesday,Clear,27,83,3.9,2.1,0.94,0,6,Regular,2143.82
EV003505,Bangalore,48.45,211,60,3.2942,95,4.51,5,SUV,Morning_Peak,Thursday,Storm,35,91,4.5,2,1.05,0,2,Regular,9188.22
EV003506,Delhi,11.24,44.1,19,3.472,82,4.19,5,SUV,Night,Wednesday,Storm,35,92,4.7,2,1.06,1,4,Regular,1976.54
EV003507,Mumbai,50.79,135.6,77,1.0737999999999999,86,6.36,1,Sedan,Evening_Peak,Thursday,Storm,31,46,4.6,2,0.92,0,1,Premium,2410.99
EV003508,Delhi,38.78,110.8,15,0.79,98,5.6,6,Compact,Night,Monday,Clear,38,80,4.6,1,1.08,0,1,Premium,469.74
EV003509,Chennai,32.92,89.1,83,0.8840000000000001,78,6.04,10,Premium,Evening_Peak,Monday,Clear,38,37,4.8,1,1,0,8,Premium,677.82
EV003510,Mumbai,28.16,105.6,60,2.0020000000000002,87,6.54,8,Compact,Morning_Peak,Thursday,Foggy,22,89,4.5,2.09,1.07,0,6,Premium,1968.77
EV003511,Bangalore,2.61,12.5,60,2.89926,72,5.36,6,Sedan,Evening_Peak,Saturday,Storm,24,99,4.2,2.2,0.92,0,3,Premium,255.25
EV003512,Pune,23.68,72.8,89,1.8,95,5.56,8,SUV,Day_Time,Sunday,Foggy,39,82,3.7,1,1.05,0,4,Premium,829.25
EV003513,Bangalore,41.68,111,1,2.73,88,6.22,9,Premium,Day_Time,Wednesday,Storm,31,38,4.9,2.04,0.98,0,5,Regular,6834.04
EV003514,Delhi,28.28,141.1,76,0.6903,85,7.09,7,Premium,Morning_Peak,Sunday,Hot,36,41,4,1,1.01,0,5,Regular,433.27
EV003515,Chennai,39.92,82.5,95,2.6207999999999996,75,8.51,9,Compact,Evening_Peak,Monday,Storm,24,52,3.9,2,0.99,0,7,Regular,2237.24
EV003516,Chennai,35.16,126.7,60,3.0069,72,5.74,6,Premium,Evening_Peak,Saturday,Clear,33,94,3.8,2.3,0.91,0,6,Premium,2981.29
EV003517,Delhi,5.17,16.6,96,2.0410000000000004,75,10.03,3,Compact,Evening_Peak,Friday,Hot,28,31,4.2,2.03,1.09,0,6,Regular,242.02
EV003518,Pune,30.47,121.4,59,2.6599999999999997,92,5.87,1,Sedan,Early_Morning,Monday,Rainy,28,35,3.7,1.63,1.03,0,6,Premium,1398.82
EV003519,Chennai,5.68,12.4,60,3.5360000000000005,78,5.94,7,Premium,Morning_Peak,Thursday,Clear,23,94,4.1,2.14,0.99,1,6,Premium,797.65
EV003520,Pune,2.87,6.3,60,3.701879999999999,75,7.4,2,Compact,Evening_Peak,Sunday,Storm,16,75,3.5,2.43,1.01,0,1,Regular,209.78
EV003521,Pune,47.58,187.1,60,1.3650000000000002,87,7.19,10,Compact,Morning_Peak,Friday,Foggy,32,97,4.5,1,1.03,1,5,Premium,932.03
EV003522,Mumbai,5.9,20.2,58,2.85,95,7.62,3,Sedan,Night,Friday,Hot,16,41,4.1,2.2,0.96,0,10,Premium,736.64
EV003523,Pune,5.06,13.3,60,3.2409,87,4.8,6,Sedan,Morning_Peak,Sunday,Foggy,17,30,4.7,1.75,1.02,0,4,Premium,423.26
EV003524,Pune,29.5,62.6,99,0.77,87,8.96,10,Compact,Early_Morning,Friday,Hot,22,58,3.6,1,0.99,0,4,Regular,208.22
EV003525,Chennai,6.07,19.4,12,2.828,87,5.9,8,Sedan,Night,Friday,Storm,28,82,4.2,2,0.99,0,5,Premium,483.17
EV003526,Delhi,37.26,141.7,17,2.358,96,5.99,10,Premium,Early_Morning,Saturday,Clear,16,63,4.4,2.19,0.96,0,1,Regular,3622.39
EV003527,Delhi,11.25,38.8,7,1.251,91,5.93,8,Compact,Day_Time,Sunday,Foggy,33,93,4.1,1,0.98,0,9,Regular,134.98
EV003528,Delhi,36.79,177.2,60,2.6780000000000004,98,6.59,8,Sedan,Evening_Peak,Thursday,Foggy,15,95,4.9,1.94,1.06,1,1,Regular,4416.77
EV003529,Bangalore,44.88,218,39,3.7239999999999998,78,7.11,3,Compact,Night,Friday,Storm,32,84,4.3,2.02,1.01,0,3,Regular,4826.29
EV003530,Delhi,7.52,23.1,27,0.87,71,4.55,9,Premium,Night,Thursday,Foggy,16,96,3.7,1,1.02,0,10,Regular,113.19
EV003531,Delhi,27.89,114.4,69,1.5246,84,5.43,10,Sedan,Day_Time,Sunday,Storm,26,90,3.9,2,0.94,0,2,Regular,1320.98
EV003532,Mumbai,25.83,118.3,46,1.428,94,6.26,4,Compact,Night,Friday,Rainy,37,57,4,1,0.93,1,1,Premium,679.45
EV003533,Bangalore,48.81,208.4,69,2.6,92,3.65,9,SUV,Day_Time,Tuesday,Foggy,21,47,3.9,1.7,0.93,0,2,Regular,4081.23
EV003534,Delhi,47.53,216,66,2.3283,85,6.78,9,Sedan,Morning_Peak,Sunday,Clear,26,69,4.4,1.57,0.9,0,2,Regular,2219.9
EV003535,Delhi,48.02,240,60,2.8028,85,5.8,4,Premium,Morning_Peak,Wednesday,Storm,19,65,3.6,2,1.08,1,4,Regular,7685.1
EV003536,Mumbai,33.84,151.4,41,0.72,88,5.01,3,Premium,Early_Morning,Monday,Hot,31,40,3.5,1,1.06,0,2,Regular,435.76
EV003537,Bangalore,28.3,72.2,83,0.71,73,6.14,2,Sedan,Night,Monday,Foggy,16,57,4.2,1,0.92,0,3,Regular,276.94
EV003538,Pune,6.67,18.8,61,3.4164,77,5.77,5,Premium,Morning_Peak,Saturday,Foggy,32,47,4.8,1.89,1.03,1,7,Premium,1105.02
EV003539,Pune,28.74,114.1,60,1.924,76,6.81,9,Premium,Morning_Peak,Tuesday,Hot,23,92,4,1,1.04,0,4,Regular,1014.18
EV003540,Pune,44.28,147.6,95,3.5559999999999996,77,5.96,5,Sedan,Early_Morning,Monday,Rainy,32,61,4,2.07,0.95,0,9,Regular,3298.84
EV003541,Delhi,45.63,154.1,20,3.1877999999999993,70,5.13,8,Sedan,Night,Sunday,Rainy,39,81,4.1,1.87,0.99,0,3,Premium,3307.96
EV003542,Mumbai,9.18,45.7,29,0.84,85,6.5,8,Compact,Day_Time,Thursday,Storm,37,74,3.6,2,0.91,0,5,Premium,197.74
EV003543,Mumbai,50.44,156.3,96,2.548,72,5.52,9,SUV,Morning_Peak,Tuesday,Clear,28,99,4.1,1.93,1.1,0,8,Premium,5528.69
EV003544,Chennai,49.36,207.3,63,2.0709000000000004,74,4.16,6,Premium,Evening_Peak,Sunday,Clear,22,68,4.2,2.39,1,0,8,Regular,3611.19
EV003545,Delhi,13.32,36.1,23,1.45,88,5.73,3,Compact,Early_Morning,Tuesday,Foggy,36,53,4.9,1,1.07,0,6,Premium,221.88
EV003546,Bangalore,36.47,116.4,73,1.4742000000000002,89,7.78,2,Compact,Morning_Peak,Sunday,Foggy,37,55,3.9,1,1.03,0,2,Premium,680.02
EV003547,Delhi,4.82,14.4,50,1.3860000000000001,70,5.64,6,Sedan,Day_Time,Sunday,Clear,29,33,4.3,1,0.98,0,3,Premium,74.48
EV003548,Delhi,19.38,79.9,99,3.5699999999999994,77,6.68,1,Premium,Day_Time,Thursday,Rainy,30,31,3.8,1.69,1.08,0,4,Regular,2487.9
EV003549,Bangalore,31.63,115.5,29,2.62,90,4.92,5,SUV,Day_Time,Thursday,Clear,33,77,4,1.6,1.07,0,7,Premium,2295.43
EV003550,Pune,38.3,95.6,97,1.29,71,6.86,8,Sedan,Night,Wednesday,Clear,37,87,4.7,1,1,0,8,Regular,708.8
EV003551,Bangalore,40.44,173.2,60,1.7471999999999999,81,7.34,3,Sedan,Evening_Peak,Wednesday,Storm,38,65,4.8,2,1.05,0,1,Premium,2946.72
EV003552,Pune,14.85,62.9,78,2.17,83,3.92,10,SUV,Day_Time,Wednesday,Clear,19,89,4.1,1.72,0.95,0,9,Premium,924.15
EV003553,Mumbai,4.74,17.8,2,1.54,74,5.52,7,Sedan,Night,Friday,Rainy,37,97,4.1,1,0.96,0,9,Regular,95.84
EV003554,Delhi,8.29,24.9,60,5.114199999999999,93,5.06,8,Premium,Morning_Peak,Friday,Rainy,15,33,4.1,2.02,0.97,0,4,Premium,2396.02
EV003555,Chennai,13.75,47.1,60,1.2051000000000003,70,5.08,8,Premium,Morning_Peak,Saturday,Clear,17,62,3.9,1,1.08,0,9,Regular,247.11
EV003556,Chennai,8.89,36.3,60,2.40786,85,6.97,2,Compact,Evening_Peak,Sunday,Storm,34,41,4.8,2,1.06,0,7,Premium,546.62
EV003557,Pune,15.62,39.3,23,2.574,74,5.6,6,Compact,Day_Time,Sunday,Foggy,21,83,3.9,2.04,1,0,8,Regular,540.84
EV003558,Mumbai,42.54,100.7,60,1.3,96,4.61,1,Premium,Morning_Peak,Thursday,Hot,21,89,4.7,1,1.08,0,3,Regular,1672.98
EV003559,Delhi,16.11,64.2,60,1.8017999999999998,93,6.3,10,Sedan,Evening_Peak,Thursday,Storm,17,65,4.6,2,1,0,9,Regular,1267.33
EV003560,Mumbai,4.54,18.2,69,1.548,97,7,9,Sedan,Early_Morning,Sunday,Hot,39,82,3.6,1,1.01,0,2,Regular,104.45
EV003561,Delhi,13.19,38.9,60,0.962,87,4.96,9,SUV,Evening_Peak,Monday,Clear,36,98,4.2,1,0.95,0,5,Regular,192.94
EV003562,Chennai,44.08,180.9,95,2.7026999999999997,72,6.26,6,Premium,Morning_Peak,Saturday,Storm,23,46,4.6,2.29,0.96,0,3,Regular,6172.62
EV003563,Delhi,36.01,100.4,61,0.92,80,6.54,1,Compact,Day_Time,Friday,Foggy,17,41,3.7,1,1.09,0,2,Premium,318.2
EV003564,Chennai,51.82,249.1,3,2.38,99,6.46,3,Compact,Early_Morning,Monday,Hot,32,42,4.7,2.36,0.93,0,5,Regular,2050.44
EV003565,Bangalore,49.31,141.7,69,1.26,79,4.04,7,Premium,Day_Time,Monday,Foggy,22,52,3.7,1,0.99,0,1,Regular,1256.64
EV003566,Delhi,24.9,51.8,7,2.11,97,6.59,1,Compact,Early_Morning,Monday,Foggy,37,39,4.4,2.23,1.08,0,3,Premium,1205.27
EV003567,Mumbai,43.31,195.8,70,2.46,93,5.43,5,SUV,Night,Wednesday,Hot,37,91,4.5,2.07,1.02,1,9,Premium,7865.72
EV003568,Chennai,40.63,174.8,99,2.1279999999999997,78,5.14,3,SUV,Day_Time,Tuesday,Rainy,39,68,4.3,2.35,0.93,0,4,Regular,2560.9
EV003569,Pune,21.96,78.3,46,1.94,88,5.55,7,Compact,Day_Time,Thursday,Foggy,15,43,3.8,1,1.01,0,9,Premium,420.48
EV003570,Mumbai,25.44,66.5,80,2.29,95,6.11,5,Premium,Night,Monday,Clear,18,42,4.4,2.16,1.04,0,6,Premium,5455.17
EV003571,Delhi,51.69,250.6,71,1.482,73,6.42,2,Sedan,Morning_Peak,Tuesday,Clear,33,32,3.5,1,0.98,0,5,Premium,736.88
EV003572,Delhi,51.16,123.7,55,1.566,80,5.8,9,Compact,Early_Morning,Saturday,Clear,18,87,4.5,1,1.03,0,4,Premium,922.84
EV003573,Mumbai,46.3,155.8,60,2.548,92,6.83,6,Premium,Morning_Peak,Tuesday,Hot,16,36,4.4,1.53,0.97,0,9,Premium,5614.27
EV003574,Chennai,32.44,121.2,60,2.639,95,4.36,7,SUV,Morning_Peak,Monday,Clear,20,99,4.7,2.44,1.03,1,4,Premium,4165.66
EV003575,Delhi,35.96,153.2,60,2.4219,77,5.7,4,Compact,Evening_Peak,Sunday,Clear,24,74,4.4,2.18,1.06,0,7,Premium,2087.28
EV003576,Chennai,36.52,108.9,86,1.431,78,6.89,7,Premium,Day_Time,Saturday,Foggy,28,60,4.7,1,1.02,0,5,Regular,1119.37
EV003577,Delhi,20.37,42.4,60,3.5708400000000005,83,4.31,3,Premium,Evening_Peak,Sunday,Rainy,34,74,4.1,2.21,0.9,0,2,Regular,2882.73
EV003578,Chennai,17.53,41.4,83,2.058,98,7.79,5,Sedan,Early_Morning,Monday,Rainy,32,43,4.8,2.38,0.91,0,7,Premium,1233.14
EV003579,Pune,44.38,113.5,33,3.8919999999999995,91,6.06,8,Premium,Night,Thursday,Storm,26,48,4.9,2.46,0.95,0,9,Regular,13314.64
EV003580,Mumbai,48.37,197.1,81,1.161,77,4.43,8,SUV,Day_Time,Saturday,Clear,31,62,4.8,1,0.95,0,10,Premium,1244.15
EV003581,Chennai,29.48,106.8,47,3.6819999999999995,76,8.23,4,Compact,Night,Tuesday,Storm,28,42,4.7,2.45,1.07,0,2,Premium,3843.47
EV003582,Mumbai,13.04,30.7,71,2.331,96,6.71,8,Premium,Early_Morning,Sunday,Foggy,21,46,4,2.39,1.04,0,1,Regular,1976.45
EV003583,Chennai,12.53,34.5,93,1.4580000000000002,82,4.84,7,Premium,Night,Saturday,Foggy,16,33,4.4,1,1.04,0,1,Regular,451.94
EV003584,Delhi,6.38,31.1,0,1.05,97,4.08,7,SUV,Day_Time,Tuesday,Foggy,39,37,4.3,1,1.09,0,6,Premium,122.95
EV003585,Chennai,38.64,135.2,91,1.5093,97,8.23,2,Compact,Evening_Peak,Sunday,Foggy,30,57,4.8,1,1.05,0,7,Premium,819.58
EV003586,Chennai,11.9,35.3,5,2.6208,76,5.64,9,Sedan,Night,Sunday,Rainy,35,75,4.8,1.7,1,0,4,Regular,616.45
EV003587,Mumbai,4.91,24.4,80,3.5,92,6.63,9,SUV,Day_Time,Thursday,Storm,21,90,4.7,2,0.99,0,8,Premium,1239.15
EV003588,Chennai,27.94,118.3,34,3.7659999999999996,94,6.91,6,Compact,Night,Friday,Storm,21,90,5,2.13,0.98,0,6,Regular,3478.46
EV003589,Pune,27.4,123.7,65,2.646,75,5.07,2,SUV,Day_Time,Sunday,Rainy,20,57,4.3,1.76,0.97,0,4,Regular,1712.03
EV003590,Bangalore,23.6,63,34,3.0996,98,5.51,10,Premium,Day_Time,Sunday,Rainy,15,30,4.3,2.16,1.02,1,5,Premium,5988.86
EV003591,Bangalore,8.65,35.2,64,2.097,70,7.36,7,Compact,Night,Saturday,Clear,16,96,4.3,2.45,1.02,1,4,Regular,639.38
EV003592,Mumbai,43.51,97,77,1.807,91,7.76,9,Sedan,Morning_Peak,Friday,Clear,38,49,3.8,1,0.92,0,9,Premium,1271.78
EV003593,Chennai,42.62,170.4,69,0.9945,95,5.37,8,Premium,Evening_Peak,Saturday,Hot,31,75,4.3,1,0.94,0,9,Premium,916.25
EV003594,Bangalore,28.99,76.7,27,3.8499999999999996,89,7.12,4,Compact,Early_Morning,Monday,Rainy,23,80,4.5,1.92,1.05,0,6,Regular,2302.55
EV003595,Pune,35.95,131.7,78,2.828,95,7.28,2,Sedan,Early_Morning,Wednesday,Rainy,15,87,3.5,2.23,1.01,0,1,Premium,2580.33
EV003596,Mumbai,28.01,86.8,67,1.73628,95,6.45,2,Premium,Morning_Peak,Saturday,Storm,25,42,4.2,2,0.98,0,5,Regular,3319.55
EV003597,Bangalore,31.4,100.3,8,2.4499999999999997,87,7.61,10,Compact,Early_Morning,Wednesday,Storm,30,76,4.4,2,1.03,0,8,Regular,1992.32
EV003598,Bangalore,33.95,146.2,2,0.854,84,4.82,5,Premium,Early_Morning,Friday,Rainy,21,41,4.7,1,1.07,0,6,Premium,676.05
EV003599,Chennai,18.95,77.6,1,3.2199999999999998,81,3.55,2,SUV,Early_Morning,Thursday,Storm,15,49,4.4,2.45,1.03,0,1,Regular,1634.24
EV003600,Chennai,48.59,120.9,60,3.042,79,6.7,9,Sedan,Evening_Peak,Tuesday,Clear,32,42,4,2.05,1.01,0,6,Premium,2998.44
EV003601,Delhi,39.58,145.4,60,2.03112,91,4.71,2,Premium,Evening_Peak,Saturday,Rainy,31,63,4.1,2.03,1.1,0,5,Regular,4006.72
EV003602,Bangalore,27.89,123.4,60,0.8969999999999999,99,5.06,10,Premium,Evening_Peak,Thursday,Hot,34,77,3.9,1,1.09,0,7,Premium,838.4
EV003603,Mumbai,5.75,24.8,60,2.509,76,6.48,9,Sedan,Evening_Peak,Wednesday,Clear,25,65,4.8,1.53,0.96,1,2,Regular,380.57
EV003604,Mumbai,8.93,30,16,1.3579999999999999,97,6.95,5,Sedan,Night,Monday,Storm,19,67,3.5,2,1.02,1,5,Premium,557.42
EV003605,Chennai,24.72,117.6,60,0.676,92,5.96,2,Sedan,Morning_Peak,Friday,Foggy,37,65,3.7,1,1.01,0,6,Premium,179.4
EV003606,Pune,10.24,51.1,99,2.3659999999999997,72,6.59,2,Premium,Early_Morning,Wednesday,Storm,18,91,4,2.3,1.07,0,10,Premium,1266.74
EV003607,Chennai,6.26,17.4,72,3.445,72,9.54,5,Compact,Evening_Peak,Friday,Hot,34,87,4.4,2.05,1.09,0,3,Regular,367.77
EV003608,Mumbai,14.45,49.4,97,0.89,71,5.38,1,Premium,Night,Monday,Clear,37,31,3.6,1,0.98,0,10,Premium,302.99
EV003609,Mumbai,26.72,117,71,2.352,98,6.03,6,SUV,Day_Time,Monday,Storm,39,97,4.2,2,1.02,0,6,Premium,4031.52
EV003610,Mumbai,44.56,130.5,95,2.1,85,6.34,8,Sedan,Night,Tuesday,Foggy,31,61,3.9,1.52,1,0,7,Premium,3306.27
EV003611,Bangalore,10.54,27.5,60,3.419,74,7.27,2,Compact,Evening_Peak,Friday,Foggy,27,54,3.9,2.25,1.08,0,1,Regular,791.86
EV003612,Bangalore,48.55,197.7,89,2.385,99,7.59,7,Sedan,Night,Sunday,Hot,37,67,4.6,1.79,0.99,0,5,Regular,4912.02
EV003613,Delhi,5.24,15.3,60,2.3114,98,5.98,9,Sedan,Evening_Peak,Thursday,Storm,30,56,4.4,2,1.05,0,5,Regular,540.62
EV003614,Pune,50.49,102.4,43,2.439,71,4.76,5,SUV,Day_Time,Sunday,Hot,28,86,4.6,1.6,0.96,1,6,Premium,2818.89
EV003615,Pune,38.27,124.1,83,1.7262,79,7.33,2,Sedan,Day_Time,Saturday,Rainy,33,64,4.8,1,1.05,0,7,Regular,936.39
EV003616,Mumbai,46.45,209.9,62,2.1996,79,5.55,1,Compact,Evening_Peak,Saturday,Clear,26,42,3.6,1.53,0.95,0,4,Regular,1375.4
EV003617,Pune,50.08,204.9,81,1.089,91,5.93,2,Premium,Early_Morning,Saturday,Clear,28,42,3.9,1,0.96,0,2,Regular,848
EV003618,Delhi,7.26,20.2,78,2.6599999999999997,88,8.94,4,Sedan,Night,Monday,Storm,34,60,4.5,2.06,0.96,0,6,Regular,863.42
EV003619,Chennai,38.32,140.6,37,1.341,87,7.35,3,Sedan,Day_Time,Sunday,Hot,30,65,4.8,1,0.94,0,3,Premium,526.51
EV003620,Mumbai,30.46,139.7,84,2.37,97,4.01,5,SUV,Early_Morning,Friday,Foggy,18,85,4.8,2.23,1.07,0,8,Premium,4823.69
EV003621,Mumbai,2.77,12,72,2.8,78,5.89,9,Premium,Early_Morning,Monday,Hot,36,30,4.7,1.93,1.05,0,7,Regular,417.59
EV003622,Bangalore,17.36,52.5,60,3.8219999999999996,87,4.81,1,Sedan,Early_Morning,Wednesday,Rainy,30,80,4,2.35,0.99,1,4,Premium,2293.32
EV003623,Pune,7.19,24.2,52,1.02,76,6.25,4,Sedan,Day_Time,Friday,Clear,25,55,4.6,1,0.93,0,9,Premium,77.91
EV003624,Chennai,40.85,92.7,98,0.5967,94,8.65,1,Compact,Evening_Peak,Saturday,Hot,22,65,3.8,1,1.08,0,3,Premium,263.69
EV003625,Pune,32.68,137.2,28,1.7919999999999998,84,6.38,2,Compact,Early_Morning,Thursday,Storm,15,61,4.2,2,0.97,1,2,Regular,1193.39
EV003626,Delhi,20.41,60.7,84,2.34,79,4.96,9,Premium,Early_Morning,Thursday,Foggy,22,62,4.5,2.05,1.06,0,3,Regular,2395.13
EV003627,Chennai,6.97,17,60,2.509,85,5.93,7,Premium,Evening_Peak,Wednesday,Hot,18,72,4.9,1.56,0.99,0,7,Regular,528.92
EV003628,Chennai,43.93,159.8,60,1.1115,79,5.95,2,Premium,Morning_Peak,Sunday,Hot,25,68,4.7,1,1.06,0,7,Regular,881.36
EV003629,Pune,51.88,245.5,36,1.539,80,5.18,9,Premium,Early_Morning,Sunday,Clear,37,64,4.3,1,0.95,0,6,Premium,1257.86
EV003630,Chennai,20.82,51.8,99,3.808,93,4.04,3,SUV,Day_Time,Monday,Rainy,32,46,3.5,1.92,1.06,1,3,Regular,2569.73
EV003631,Mumbai,35.45,97.1,52,2.27,87,4.32,2,SUV,Night,Friday,Foggy,34,74,4.1,1.89,0.94,1,4,Premium,3847.29
EV003632,Chennai,25.53,107.5,77,1.3159999999999998,83,6.94,2,Premium,Night,Wednesday,Rainy,24,95,4.6,1,0.95,0,3,Premium,809.45
EV003633,Mumbai,44.74,188.5,60,2.067,84,4.38,2,SUV,Morning_Peak,Monday,Clear,37,76,4.8,2.04,0.91,0,2,Regular,3223.46
EV003634,Mumbai,20.48,86.5,68,2.613,71,5.01,4,Sedan,Morning_Peak,Tuesday,Clear,18,74,4.1,2.43,1.01,0,1,Premium,1711.13
EV003635,Bangalore,2.93,6.8,60,3.6399999999999997,100,6.58,9,Compact,Evening_Peak,Friday,Clear,22,40,5,1.79,0.99,0,9,Regular,326.75
EV003636,Mumbai,49.61,158.4,60,1.7420000000000002,71,6.76,3,Compact,Morning_Peak,Monday,Hot,37,34,4,1,1.04,0,7,Regular,853.64
EV003637,Pune,37.71,150.7,60,3.757,78,6.91,10,Compact,Evening_Peak,Friday,Clear,19,37,3.8,1.92,0.99,0,6,Premium,2570.34
EV003638,Pune,41.16,189.8,21,3.9479999999999995,95,5.47,3,Premium,Early_Morning,Thursday,Rainy,37,56,4.8,2.01,0.98,0,3,Regular,6270.91
EV003639,Bangalore,45.29,221.2,81,1.8059999999999998,93,5.62,2,SUV,Early_Morning,Thursday,Storm,19,62,4.2,2,0.93,0,8,Premium,3530.51
EV003640,Mumbai,23.09,114.5,71,2.1111999999999997,72,6.83,1,Sedan,Morning_Peak,Friday,Rainy,30,36,4.6,1.54,1.02,0,2,Premium,1246.24
EV003641,Pune,9.8,40,92,2.1279999999999997,86,5.4,6,SUV,Night,Friday,Storm,15,59,4.4,2.24,1.02,0,6,Premium,1371.02
